book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,image_url,small_image_url
114,6900,6900,1995335,172,751529818,"Mitch Albom, Saulius Dagys",1997.0,Tuesdays with Morrie,eng,4.06,556518,584397,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg
115,2187,2187,1352495,125,312422156,Jeffrey Eugenides,2002.0,Middlesex,en-US,3.98,488243,507998,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg
116,24583,24583,41326609,2448,143039563,"Mark Twain, Guy Cardwell, John Seelye",1876.0,The Adventures of Tom Sawyer,eng,3.89,555359,594226,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg
117,18131,18131,948387,165,440498058,Madeleine L'Engle,1962.0,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",en-US,4.04,615907,650094,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg
118,7763,7763,1955658,126,143038095,Amy Tan,1989.0,The Joy Luck Club,eng,3.9,515090,525243,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg
119,38447,38447,1119185,236,038549081X,Margaret Atwood,1985.0,The Handmaid's Tale,eng,4.06,607889,683564,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg
120,452306,452306,1058370,93,385729332,Ann Brashares,2001.0,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,525706,536604,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg
121,7604,7604,1268631,370,,"Vladimir Nabokov, Craig Raine",1955.0,Lolita,eng,3.88,469836,517990,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg
122,37442,37442,1479280,80,60987103,"Gregory Maguire, Douglas Smith",1995.0,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,506900,525498,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg
123,5358,5358,38270,11,582418275,John Grisham,1991.0,"The Firm (Penguin Readers, Level 5)",eng,3.99,488269,488355,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg
124,7937843,7937843,9585076,151,316098337,Emma Donoghue,2010.0,Room,eng,4.03,511360,556327,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg
125,1420,1420,1885548,1929,521618746,"William Shakespeare, Richard Andrews, Rex Gibson",1600.0,Hamlet,eng,4.0,515820,576894,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg
126,234225,234225,3634639,241,340839937,Frank Herbert,1965.0,Dune (Dune Chronicles #1),eng,4.19,485032,525976,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg
127,2612,2612,2124255,100,316346624,Malcolm Gladwell,2000.0,The Tipping Point: How Little Things Can Make a Big Difference,eng,3.92,490504,499066,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg
128,11084145,11084145,16005831,190,1451648537,Walter Isaacson,2011.0,Steve Jobs,eng,4.09,560715,579256,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg
129,332613,332613,2100252,275,451163966,Ken Kesey,1962.0,One Flew Over the Cuckoo's Nest,eng,4.18,491642,514458,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg
130,2165,2165,69741,666,684830493,Ernest Hemingway,1952.0,The Old Man and the Sea,eng,3.73,520630,574328,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg
131,4395,18114322,2931549,381,142000663,John Steinbeck,1939.0,The Grapes of Wrath,eng,3.92,322321,553352,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg
132,3431,3431,2561472,123,1401308589,Mitch Albom,2003.0,The Five People You Meet in Heaven,,3.9,449501,474699,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
133,8127,8127,3464264,1314,451528824,L.M. Montgomery,1908.0,"Anne of Green Gables (Anne of Green Gables, #1)",eng,4.23,502247,533352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
134,3777732,3777732,3443248,122,1416914307,Cassandra Clare,2009.0,"City of Glass (The Mortal Instruments, #3)",en-US,4.34,593173,630560,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg
135,62291,62291,1164465,175,055357342X,George R.R. Martin,2000.0,"A Storm of Swords (A Song of Ice and Fire, #3)",eng,4.54,469022,527644,https://images.gr-assets.com/books/1497931121m/62291.jpg,https://images.gr-assets.com/books/1497931121s/62291.jpg
136,137791,137791,1010054,75,006075995X,Rebecca Wells,1996.0,Divine Secrets of the Ya-Ya Sisterhood,en-US,3.79,465676,470508,https://images.gr-assets.com/books/1408313524m/137791.jpg,https://images.gr-assets.com/books/1408313524s/137791.jpg
137,10964,10964,2489796,189,440242940,Diana Gabaldon,1991.0,"Outlander (Outlander, #1)",eng,4.2,515547,578842,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg
138,12296,12296,4925227,1579,142437263,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,The Scarlet Letter,eng,3.37,509883,559246,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg
139,9460487,9460487,14345371,155,1594744769,Ransom Riggs,2011.0,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",en-US,3.89,613674,672222,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg
140,6892870,6892870,12883496,193,030726999X,"Stieg Larsson, Reg Keeland",2007.0,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",en-US,4.2,443951,526791,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg
141,18007564,18007564,21825181,148,804139024,Andy Weir,2012.0,The Martian,eng,4.39,423344,529702,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg
142,5043,5043,3359698,255,451207149,Ken Follett,1989.0,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,4.29,462517,495893,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
143,18143977,18143977,25491300,139,1476746583,Anthony Doerr,2014.0,All the Light We Cannot See,eng,4.31,470001,547827,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg
144,8664353,8664353,12946965,16,1400064163,Laura Hillenbrand,2010.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,487775,528552,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg
145,976,976,3135896,180,671027387,Dan Brown,2001.0,Deception Point,eng,3.67,455610,479733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
146,17333223,17333223,24065147,108,316055433,Donna Tartt,2013.0,The Goldfinch,eng,3.87,396756,463847,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg
147,1217100,29844228,2588213,150,1595141715,Jay Asher,2007.0,Thirteen Reasons Why,eng,4.02,463783,571281,https://images.gr-assets.com/books/1333822506m/1217100.jpg,https://images.gr-assets.com/books/1333822506s/1217100.jpg
148,2865,2865,3358875,169,452287022,Tracy Chevalier,1999.0,Girl with a Pearl Earring,eng,3.85,467577,492177,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg
149,4374400,4374400,4422413,130,525421033,Gayle Forman,2009.0,"If I Stay (If I Stay, #1)",en-US,3.96,503527,567087,https://images.gr-assets.com/books/1347462970m/4374400.jpg,https://images.gr-assets.com/books/1347462970s/4374400.jpg
150,4989,4989,1041558,80,312353766,Anita Diamant,1997.0,The Red Tent,en-US,4.16,424981,449217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
151,28186,28186,43554,121,786856866,Rick Riordan,2006.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",eng,4.23,514932,550512,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg
152,5526,5526,3222389,111,446528056,Nicholas Sparks,2006.0,Dear John,en-US,4.01,441062,454781,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
153,1582996,1582996,1575860,125,1416914293,Cassandra Clare,2008.0,"City of Ashes (The Mortal Instruments, #2)",eng,4.21,541117,586008,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg
154,8852,8852,1896522,1732,743477103,William Shakespeare,1606.0,Macbeth,eng,3.88,496018,524826,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
155,15241,15241,2963845,453,618346260,J.R.R. Tolkien,1954.0,"The Two Towers (The Lord of the Rings, #2)",en-US,4.42,480446,532209,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg
156,42156,42156,1789440,65,031232118X,Emily Giffin,2004.0,"Something Borrowed (Darcy & Rachel, #1)",eng,3.83,403601,435189,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg
157,23772,23772,86934,72,394800168,"Dr. Seuss, לאה נאור",1960.0,Green Eggs and Ham,en-US,4.29,457475,461041,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg
158,6310,6310,2765786,338,142403881,"Roald Dahl, Quentin Blake",1964.0,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",eng,4.1,453959,494747,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg
159,2120932,2120932,2377629,92,1423101464,Rick Riordan,2008.0,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",eng,4.39,508214,537708,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg
160,2623,2623,2612809,1725,192833596,Charles Dickens,1860.0,Great Expectations,eng,3.75,459247,507187,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
161,18512,18512,2964424,470,345339738,J.R.R. Tolkien,1955.0,"The Return of the King (The Lord of the Rings, #3)",en-US,4.51,463959,510537,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg
162,49552,49552,3324344,675,,"Albert Camus, Matthew    Ward",1942.0,The Stranger,eng,3.96,420600,483623,https://images.gr-assets.com/books/1349927872m/49552.jpg,https://images.gr-assets.com/books/1349927872s/49552.jpg
163,7736182,7736182,10107891,72,142311339X,Rick Riordan,2010.0,"The Lost Hero (The Heroes of Olympus, #1)",eng,4.35,271576,489495,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
164,15745753,15745753,17225055,103,1250012570,Rainbow Rowell,2013.0,Eleanor & Park,eng,4.11,514312,579753,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg
165,13497,13497,1019062,176,055358202X,George R.R. Martin,2005.0,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,428186,481130,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg
166,7735333,7735333,9631645,84,525423648,Ally Condie,2010.0,"Matched (Matched, #1)",eng,3.68,511815,530680,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg
167,4407,30165203,1970226,196,747263744,Neil Gaiman,2001.0,"American Gods (American Gods, #1)",eng,4.11,378019,518343,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
168,149267,149267,1742269,195,385199570,"Stephen King, Bernie Wrightson",1978.0,The Stand,en-US,4.34,438832,469953,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg
169,6400090,6400090,6588800,95,446547565,Nicholas Sparks,2008.0,The Last Song,en-GB,4.14,424637,438429,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg
170,11125,11125,40195,185,552151696,Dan Brown,1998.0,Digital Fortress,en-GB,3.6,423019,447503,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg
171,6969,6969,3360164,1710,141439580,"Jane Austen, Fiona Stafford",1815.0,Emma,eng,3.99,459826,497949,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
172,15823480,15823480,2507928,1492,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877.0,Anna Karenina,eng,4.02,297472,472796,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
173,227463,227463,23596,283,393312836,Anthony Burgess,1962.0,A Clockwork Orange,eng,3.98,431195,454391,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg
174,1812457,1812457,2666268,134,964729237,William Paul Young,2007.0,The Shack,eng,3.74,419539,438292,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg
175,4502507,4556058,4551489,87,739380338,Rick Riordan,2009.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,397500,499510,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg
176,18342,830502,150259,7,451169514,Stephen King,1986.0,It,en-US,4.18,292592,479381,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
177,7144,7144,3393917,1714,143058142,"Fyodor Dostoyevsky, David McDuff",1866.0,Crime and Punishment,eng,4.18,380903,444675,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
178,6514,6514,1385044,246,61148512,Sylvia Plath,1963.0,The Bell Jar,en-US,3.98,401605,442157,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
179,252577,252577,2883783,184,7205236,Frank McCourt,1996.0,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,392103,419746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
180,52036,52036,4840290,972,553208845,"Hermann Hesse, Hilda Rosner",1922.0,Siddhartha,eng,3.99,372099,418653,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg
181,168642,168642,1940709,223,679745580,Truman Capote,1965.0,In Cold Blood,eng,4.05,381652,401839,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
182,6304335,6304335,6488966,119,316042676,"Kami Garcia, Margaret Stohl",2009.0,"Beautiful Creatures (Caster Chronicles, #1)",eng,3.76,436093,458518,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg
183,7171637,7171637,6674837,103,1416975861,Cassandra Clare,2010.0,"Clockwork Angel (The Infernal Devices, #1)",eng,4.33,490890,515759,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg
184,39988,39988,1015554,242,141301066,"Roald Dahl, Quentin Blake",1988.0,Matilda,eng,4.29,440743,463491,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
185,9361589,9361589,14245059,119,385534639,Erin Morgenstern,2011.0,The Night Circus,eng,4.03,429543,474826,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg
186,37470,37470,3248536,111,743227441,Philippa Gregory,2001.0,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,381080,399223,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg
187,24770,24770,2895388,98,689865384,Scott Westerfeld,2005.0,"Uglies (Uglies, #1)",eng,3.86,449073,464589,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg
188,10664113,10664113,2936175,115,,George R.R. Martin,2011.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,424618,https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg
